,Unnamed: 0,title,link,abstract,author,pre_author_num,pre_doi,pre_pdf_link,pub_link
44,45,In vivo CRISPR screens reveal SCAF1 and USP15 as novel drivers of pancreatic cancer,https://www.biorxiv.org/content/10.1101/2022.03.13.484174v1,Functionally characterizing the genetic alterations that drive pancreatic cancer progression is a pr,"Sebastien Martinez, Ramona Weber, Tristan Woo, Ahmad Malik, Michael Geuenich, Gun Ho Jang, Dzana Dervovic, Khalid N. Al-Zahrani, Ricky Tsai, Nassima Fodil, Philippe Gros, Sachdev S Sidhu, Stephen Gallinger, G. Gregory Neely, Kieran Campbell, Faiyaz Notta, Ataman Sendoel, Daniel Schramek",18,https://doi.org/10.1101/2022.03.13.484174 ,https://www.biorxiv.org/content/10.1101/2022.03.13.484174v1.full.pdf,
45,46,Antigenicity is preserved with fixative solutions used in human gross anatomy: A mice brain immunohistochemistry study,https://www.biorxiv.org/content/10.1101/2022.05.06.490908v1,"Background Histology remains the gold standard to assess human brain biology, so ex vivo studies usi","Ève-Marie Frigon, Mahsa Dadar, Denis Boire, Josefina Maranzano",4,https://doi.org/10.1101/2022.05.06.490908 ,https://www.biorxiv.org/content/10.1101/2022.05.06.490908v1.full.pdf,
46,47,Fatty Acid Synthase inhibitor TVB-3166 prevents S-acylation of the Spike protein of human coronaviruses,https://www.biorxiv.org/content/10.1101/2020.12.20.423603v2,The Spike protein of SARS-CoV2 and other coronaviruses mediate host cell entry and are S-acylated on,"Katrina Mekhail, Minhyoung Lee, Michael Sugiyama, Audrey Astori, Jonathan St-Germain, Elyse Latreille, Negar Khosraviani, Kuiru Wei, Zhijie Li, James Rini, Warren L. Lee, Costin Antonescu, Brian Raught, Gregory D. Fairn",14,https://doi.org/10.1101/2020.12.20.423603 ,https://www.biorxiv.org/content/10.1101/2020.12.20.423603v2.full.pdf,
47,48,A widely distributed gene cluster compensates for uricase loss in hominids,https://www.biorxiv.org/content/10.1101/2022.07.24.501321v1,"Approximately 15% of US adults have circulating levels of uric acid above its solubility limit, whic","Yuanyuan Liu, John Bryce Jarman, Yen S Low, Steven Huang, Haoqing Chen, Mary E Defeo, Kazuma Sekiba, Bi-Huei Hou, Calyani Ganesan, Alan C Pao, Saurabh Gombar, Dylan Dodd",12,https://doi.org/10.1101/2022.07.24.501321 ,https://www.biorxiv.org/content/10.1101/2022.07.24.501321v1.full.pdf,
48,49,The length of the thalamo-cortical white matter fibers brings insight into sex differences in sleep spindle frequency,https://www.biorxiv.org/content/10.1101/2022.05.11.491489v1,Sleep spindles (SS) are crucial to brain functions like memory and learning. SS characteristics resu,"Pierre-Olivier Gaudreault, Jean-Marc Lina, Maxime Descoteaux, Nadia Gosselin, Julien Doyon, Samuel Deslauriers-Gauthier, Julie Carrier",7,https://doi.org/10.1101/2022.05.11.491489 ,https://www.biorxiv.org/content/10.1101/2022.05.11.491489v1.full.pdf,
49,50,"Longitudinal Assessment of SARS-CoV-2 Specific T Cell Cytokine-Producing Responses for 1 Year Reveals Persistence of Multi-Cytokine Proliferative Responses, with Greater Immunity Associated with Disease Severity",https://www.biorxiv.org/content/10.1101/2022.01.18.476864v1,"Cellular-mediated immunity is critical for long-term protection against most viral infections, inclu","Jonah Lin, Ryan Law, Chapin S. Korosec, Christine Zhou, Wan Hon Koh, Mohammad Sajjad Ghaemi, Philip Samaan, Hsu Kiang Ooi, FengYun Yue, Anne-Claude Gingras, Antonio Estacio, Megan Buchholz, Patti Lou Cheatley, Katerina Pavinski, Samira Mubareka, Allison J. McGeer, Jerome A. Leis, Jane M. Heffernan, Mario Ostrowski",19,https://doi.org/10.1101/2022.01.18.476864 ,https://www.biorxiv.org/content/10.1101/2022.01.18.476864v1.full.pdf,
50,51,Predicting master transcription factors from pan-cancer expression data,https://www.biorxiv.org/content/10.1101/839142v1,The function of critical developmental regulators can be subverted by cancer cells to control expres,"Jessica Reddy, Marcos A. S. Fonseca, Rosario I Corona, Robbin Nameki, Felipe Segato Dezem, Isaac A. Klein, Heidi Chang, Daniele Chaves-Moreira, Lena Afeyan, Tathiane M Malta, Xianzhi Lin, Forough Abbasi, Alba Font-Tello, Thais Sabedot, Paloma Cejas, Norma Rodríguez-Malavé, Ji-Heui Seo, De-Chen Lin, Ursula Matulonis, Beth Y Karlan, Simon A Gayther, Alexander Gusev, Houtan Noushmehr, Henry Long, Matthew L. Freedman, Ronny Drapkin, Brian J Abraham, Richard A. Young, Kate Lawrenson",29,https://doi.org/10.1101/839142 ,https://www.biorxiv.org/content/10.1101/839142v1.full.pdf,http://dx.doi.org/10.1126/sciadv.abf6123
51,52,Evidence of divergent selection in a parasite due to its host immunological respond,https://www.biorxiv.org/content/10.1101/2022.05.15.492026v1,We investigated if an immunological response (i.e. fibrosis) in threespine stickleback fish can caus,"Kum C. Shim, Jesse N. Weber, Stijn den Haan, Daniel I. Bolnick",4,https://doi.org/10.1101/2022.05.15.492026 ,https://www.biorxiv.org/content/10.1101/2022.05.15.492026v1.full.pdf,
52,53,Unbiased proteomic analysis detects painful systemic inflammatory profile in the serum of nerve injured mice,https://www.biorxiv.org/content/10.1101/2022.02.28.482355v1,"Neuropathic pain is a complex, debilitating disease that results from injury to the somatosensory ne","Wen Bo Sam Zhou, Xiang Qun Shi, Younan Liu, Simon D. Tran, Francis Beaudry, Ji Zhang",6,https://doi.org/10.1101/2022.02.28.482355 ,https://www.biorxiv.org/content/10.1101/2022.02.28.482355v1.full.pdf,http://dx.doi.org/10.1097/j.pain.0000000000002695
53,54,Automated identification of cell-typespecific genes and alternative promoters,https://www.biorxiv.org/content/10.1101/2021.12.01.470587v1,"Background Identifying key transcriptional features, such as genes or transcripts, involved in cellu","Micka<U+0451>l Mendez, Jayson Harshbarger, Michael M. Hoffman",3,https://doi.org/10.1101/2021.12.01.470587 ,https://www.biorxiv.org/content/10.1101/2021.12.01.470587v1.full.pdf,
54,55,Low diversity and microdiversity of comammox bacteria in wastewater systems suggests wastewater-specific adaptation within the Ca. Nitrospira nitrosa cluster,https://www.biorxiv.org/content/10.1101/2022.06.11.495745v1,Studies have found Ca . Nitrospira nitrosa-like bacteria to be the principal or sole comammox bacter,"Irmarie Cotto, Katherine J. Vilardi, Linxuan Huo, Emily C. Fogarty, Wendell Khunjar, Christopher Wilson, Haydee De Clippeleir, Kevin Gilmore, Erika Bailey, Sebastian Lücker, Ameet J. Pinto",11,https://doi.org/10.1101/2022.06.11.495745 ,https://www.biorxiv.org/content/10.1101/2022.06.11.495745v1.full.pdf,
55,56,BigNeuron: A resource to benchmark and predict best-performing algorithms for automated reconstruction of neuronal morphology,https://www.biorxiv.org/content/10.1101/2022.05.10.491406v1,BigNeuron is an open community bench-testing platform combining the expertise of neuroscientists and,"Linus Manubens-Gil, Zhi Zhou, Hanbo Chen, Arvind Ramanathan, Xiaoxiao Liu, Yufeng Liu, Alessandro Bria, Todd Gillette, Zongcai Ruan, Jian Yang, Miroslav Radojevic, Ting Zhao, Li Cheng, Lei Qu, Siqi Liu, Kristofer E. Bouchard, Lin Gu, Weidong Cai, Shuiwang Ji, Badrinath Roysam, Ching-Wei Wang, Hongchuan Yu, Amos Sironi, Daniel Maxim Iascone, Jie Zhou, Erhan Bas, Eduardo Conde-Sousa, Paulo Aguiar, Xiang Li, Yujie Li, Sumit Nanda, Yuan Wang, Leila Muresan, Pascal Fua, Bing Ye, Hai-yan He, Jochen F. Staiger, Manuel Peter, Daniel N. Cox, Michel Simonneau, Marcel Oberlaender, Gregory Jefferis, Kei Ito, Paloma Gonzalez-Bellido, Jinhyun Kim, Edwin Rubel, Hollis T. Cline, Hongkui Zeng, Aljoscha Nern, Ann-Shyn Chiang, Jianhua Yao, Jane Roskams, Rick Livesey, Janine Stevens, Tianming Liu, Chinh Dang, Yike Guo, Ning Zhong, Georgia Tourassi, Sean Hill, Michael Hawrylycz, Christof Koch, Erik Meijering, Giorgio A. Ascoli, Hanchuan Peng",65,https://doi.org/10.1101/2022.05.10.491406 ,https://www.biorxiv.org/content/10.1101/2022.05.10.491406v1.full.pdf,
56,57,ExTrack characterizes transition kinetics and diffusion in noisy single-particle tracks,https://www.biorxiv.org/content/10.1101/2022.07.13.499913v1,Single-particle tracking microscopy is a powerful technique to investigate how proteins dynamically ,"Francois Simon, Jean-Yves Tinevez, Sven van Teeffelen",3,https://doi.org/10.1101/2022.07.13.499913 ,https://www.biorxiv.org/content/10.1101/2022.07.13.499913v1.full.pdf,
57,58,Functional coupling of the mesencephalic locomotor region and V2a reticulospinal neurons driving forward locomotion,https://www.biorxiv.org/content/10.1101/2022.04.01.486703v1,Locomotion in vertebrates relies on high brain centers converging onto the mesencephalic locomotor r,"Martin Carbo-Tano, Mathilde Lapoix, Xinyu Jia, François Auclair, Réjean Dubuc, Claire Wyart",6,https://doi.org/10.1101/2022.04.01.486703 ,https://www.biorxiv.org/content/10.1101/2022.04.01.486703v1.full.pdf,
58,59,Use of Fe3O4 nanoparticles in reactor co-digestion of residues from 1G2G ethanol biorefinery: microbiological routes and operational aspects,https://www.biorxiv.org/content/10.1101/2022.03.21.484299v1,The co-digestion of residues from the sugarcane industry has already proven to be a highly attractiv,"Maria Paula. C. Volpi, Gustavo Mockaitis, Guillaume Bruant, Julien Tremblay, Bruna S. Moraes",5,https://doi.org/10.1101/2022.03.21.484299 ,https://www.biorxiv.org/content/10.1101/2022.03.21.484299v1.full.pdf,
59,60,Low-efficiency conversion of proliferative glia into induced neurons by Ascl1 in the postnatal mouse cerebral cortex in vivo,https://www.biorxiv.org/content/10.1101/2022.04.13.488173v1,The proneural transcription factor Achaete-scute complex-like 1 (Ascl1) is a major regulator of neur,"Chiara Galante, Nicolás Marichal, Carol Schuurmans, Benedikt Berninger, Sophie Péron",5,https://doi.org/10.1101/2022.04.13.488173 ,https://www.biorxiv.org/content/10.1101/2022.04.13.488173v1.full.pdf,
60,61,Weaning age and its effect on the development of the swine gut microbiome and resistome,https://www.biorxiv.org/content/10.1101/2021.05.20.444551v2,Piglets are often weaned between 19 and 22 d of age in North America although in some swine operatio,"Devin B Holman, Katherine E. Gzyl, Kathy T. Mou, Heather K. Allen",4,https://doi.org/10.1101/2021.05.20.444551 ,https://www.biorxiv.org/content/10.1101/2021.05.20.444551v2.full.pdf,http://dx.doi.org/10.1128/mSystems.00682-21
61,62,scDeepHash: An automatic cell type annotation and cell retrieval method for large-scale scRNA-seq datasets using neural network-based hashing,https://www.biorxiv.org/content/10.1101/2021.11.08.467820v2,"Single-cell RNA-sequencing technologies measure transcriptomic expressions, which quantifies cell-to","Shihao Ma, Yanyi Zhang, Bohao Wang, Zian Hu, Jingwei Zhang, Bo Wang",6,https://doi.org/10.1101/2021.11.08.467820 ,https://www.biorxiv.org/content/10.1101/2021.11.08.467820v2.full.pdf,
62,63,Microbial community analysis of biofilters reveals a dominance of either comammox Nitrospira or archaea as ammonia oxidizers in freshwater aquaria,https://www.biorxiv.org/content/10.1101/2021.11.24.468873v1,Nitrification by aquarium biofilters transforms toxic ammonia waste (NH3/NH4+) to less toxic nitrate,"Michelle M. McKnight, Josh D. Neufeld",2,https://doi.org/10.1101/2021.11.24.468873 ,https://www.biorxiv.org/content/10.1101/2021.11.24.468873v1.full.pdf,
63,64,Impacts of dams on freshwater turtles: a global review to identify conservation solutions,https://www.biorxiv.org/content/10.1101/2021.10.21.465338v2,Background and Research Aims Dams impact freshwater ecosystems and biodiversity. Freshwater turtles ,"Andrea Bárcenas-García, Fernanda Michalski, William H. Morgan, Rebecca K. Smith, William J. Sutherland, James P. Gibbs, Darren Norris",7,https://doi.org/10.1101/2021.10.21.465338 ,https://www.biorxiv.org/content/10.1101/2021.10.21.465338v2.full.pdf,
64,65,Efficient Prediction of Microplastic Counts from Mass Measurements,https://www.biorxiv.org/content/10.1101/2021.01.04.425187v2,Microplastics must be characterized and quantified to assess their impact. Current quantification pr,"Shuyao Tan, Joshua Taylor, Elodie Passeport",3,https://doi.org/10.1101/2021.01.04.425187 ,https://www.biorxiv.org/content/10.1101/2021.01.04.425187v2.full.pdf,http://dx.doi.org/10.1021/acsestwater.1c00316
65,66,Base editing derived models of human WDR34 and WDR60 disease alleles replicate retrograde IFT and hedgehog signaling defects and suggest disturbed Golgi protein transport,https://www.biorxiv.org/content/10.1101/2022.03.14.483768v1,"Cytoplasmic Dynein-2 or IFT-dynein is the only known retrograde motor for intraflagellar transport, ","Dinu Antony, Elif Yýlmaz Güleç, Zeineb Bakey, Isabel Schüle, Gwang-Jin Kim, Ilona Skatulla, Han G. Brunner, Sebastian J. Arnold, Miriam Schmidts",9,https://doi.org/10.1101/2022.03.14.483768 ,https://www.biorxiv.org/content/10.1101/2022.03.14.483768v1.full.pdf,
66,67,When Vibrios Take Flight: A Meta-analysis of Pathogenic Vibrios Species in Wild and Domestic Birds,https://www.biorxiv.org/content/10.1101/2022.02.19.481111v1,"Of the over 100 species in the genus Vibrio , approximately twelve are associated with clinical dise","Andrea J. Ayala, C. Brandon Ogbunugafor",2,https://doi.org/10.1101/2022.02.19.481111 ,https://www.biorxiv.org/content/10.1101/2022.02.19.481111v1.full.pdf,
67,68,Wildlife in Cameroon harbor diverse coronaviruses including many isolates closely related to human coronavirus 229E,https://www.biorxiv.org/content/10.1101/2021.09.03.458874v1,Zoonotic spillover of animal viruses into human populations is a continuous and increasing public he,"Nkom F. Ntumvi, Valantine Ngum Ndze, Amethyst Gillis, Joseph Le Doux Diffo, Ubald Tamoufe, Jean-Michel Takuo, Moctar M. M. Mouiche, Julius Nwobegahay, Matthew LeBreton, Anne W. Rimoin, Bradley S. Schneider, Corina Monagin, David J. McIver, Sanjit Roy, James A. Ayukekbong, Karen Saylors, Damien O. Joly, Nathan D. Wolfe, Edward M. Rubin, Christian E. Lange",20,https://doi.org/10.1101/2021.09.03.458874 ,https://www.biorxiv.org/content/10.1101/2021.09.03.458874v1.full.pdf,http://dx.doi.org/10.1093/ve/veab110
68,69,Route of oxytetracycline administration differentially impacts the growth and gut microbiome of pigs co-infected with Bordetella bronchiseptica and Pasteurella multocida,https://www.biorxiv.org/content/10.1101/2022.04.18.488710v1,"Along with judicious antibiotic use, there is great interest in how the dose regimen of an antibioti","Kathy T. Mou, Julian Trachsel, Amali Stephens, Nicole Ricker, Susan L. Brockmeier, Heather K. Allen, Crystal L. Loving",7,https://doi.org/10.1101/2022.04.18.488710 ,https://www.biorxiv.org/content/10.1101/2022.04.18.488710v1.full.pdf,
69,70,Plant lipid metabolism in susceptible and tolerant soybean (Glycine max) cultivars in response to Phytophthora sojae colonization and infection,https://www.biorxiv.org/content/10.1101/2021.06.28.450227v1,Soybean is one of the most cultivated crops globally and a staple food for much of the worlds popul,"Oludoyin Adeseun Adigun, Thu Huong Pham, Dmitry Grapov, Muhammad Nadeem, Linda Elizabeth Jewell, Mumtaz Cheema, Lakshman Galagedara, Raymond Thomas",8,https://doi.org/10.1101/2021.06.28.450227 ,https://www.biorxiv.org/content/10.1101/2021.06.28.450227v1.full.pdf,
70,71,"TractoInferno: A large-scale, open-source, multi-site database for machine learning dMRI tractography",https://www.biorxiv.org/content/10.1101/2021.11.29.470422v1,"TractoInferno is the worlds largest open-source multi-site tractography database, including both re","Philippe Poulin, Guillaume Theaud, Francois Rheault, Etienne St-Onge, Arnaud Bore, Emmanuelle Renauld, Louis de Beaumont, Samuel Guay, Pierre-Marc Jodoin, Maxime Descoteaux",10,https://doi.org/10.1101/2021.11.29.470422 ,https://www.biorxiv.org/content/10.1101/2021.11.29.470422v1.full.pdf,
71,72,Predator-prey interactions in a warming world: the critical role of cold tolerance,https://www.biorxiv.org/content/10.1101/2022.01.17.476522v1,Thermal tolerance mismatch within predator-prey systems may have pro-found effects on species popula,"Xuezhen Ge, Cortland K. Griswold, Jonathan A. Newman",3,https://doi.org/10.1101/2022.01.17.476522 ,https://www.biorxiv.org/content/10.1101/2022.01.17.476522v1.full.pdf,
72,73,The first sheep graph-based pan-genome reveals the spectrum of structural variations and their effects on tail phenotypes,https://www.biorxiv.org/content/10.1101/2021.12.22.472709v2,"Structural variations (SVs) are a major contributor to genetic diversity and phenotypic variations, ","Ran Li, Mian Gong, Xinmiao Zhang, Fei Wang, Zhenyu Liu, Lei Zhang, Mengsi Xu, Yunfeng Zhang, Xuelei Dai, Zhuangbiao Zhang, Wenwen Fang, Yuta Yang, Huanhuan Zhang, Weiwei Fu, Chunna Cao, Peng Yang, Zeinab Amiri Ghanatsaman, Niloufar Jafarpour Negari, Hojjat Asadollahpour Nanaei, Xiangpeng Yue, Yuxuan Song, Xianyong Lan, Weidong Deng, Xihong Wang, Ruidong Xiang, Eveline M. Ibeagha-Awemu, Pat (J.S.) Heslop-Harrison, Johannes A. Lenstra, Shangquan Gan, Yu Jiang",30,https://doi.org/10.1101/2021.12.22.472709 ,https://www.biorxiv.org/content/10.1101/2021.12.22.472709v2.full.pdf,
73,74,Alterations of auditory sensory gating in mice with noise-induced tinnitus treated with nicotine and cannabis extract,https://www.biorxiv.org/content/10.1101/2022.06.18.496668v1,Aims/Hypothesis Tinnitus is a phantom sound perception affecting both auditory and limbic structures,"Barbara Ciralli, Thawann Malfatti, Thiago Z. Lima, Sérgio Ruschi B. Silva, Christopher R. Cederroth, Katarina E. Leao",6,https://doi.org/10.1101/2022.06.18.496668 ,https://www.biorxiv.org/content/10.1101/2022.06.18.496668v1.full.pdf,
74,75,A novel zebrafish model of SPEG-related centronuclear myopathy (CNM): characterization and comparison with other CNM model zebrafish,https://www.biorxiv.org/content/10.1101/2021.12.22.473918v1,Centronuclear myopathy (CNM) is a congenital neuromuscular disorder caused by pathogenic variation i,"Karla G. Espinosa, Salma Geissah, Linda Groom, Jonathan Volaptti, Ian C. Scott, Robert T. Dirksen, Mo Zhao, James J. Dowling",8,https://doi.org/10.1101/2021.12.22.473918 ,https://www.biorxiv.org/content/10.1101/2021.12.22.473918v1.full.pdf,
75,76,One engram two readouts: stimulus dynamics switch a learned behavior in Drosophila,https://www.biorxiv.org/content/10.1101/2022.05.24.492551v1,Memory guides the choices an animal makes across widely varying conditions in dynamic environments. ,"Mehrab N Modi, Adithya Rajagopalan, Hervé Rouault, Yoshinori Aso, Glenn C Turner",5,https://doi.org/10.1101/2022.05.24.492551 ,https://www.biorxiv.org/content/10.1101/2022.05.24.492551v1.full.pdf,
76,77,A reference map of the human protein interactome,https://www.biorxiv.org/content/10.1101/605451v2,Global insights into cellular organization and function require comprehensive understanding of inter,"Katja Luck, Dae-Kyum Kim, Luke Lambourne, Kerstin Spirohn, Bridget E. Begg, Wenting Bian, Ruth Brignall, Tiziana Cafarelli, Francisco J. Campos-Laborie, Benoit Charloteaux, Dongsic Choi, Atina G. Cote, Meaghan Daley, Steven Deimling, Alice Desbuleux, Amélie Dricot, Marinella Gebbia, Madeleine F. Hardy, Nishka Kishore, Jennifer J. Knapp, István A. Kovács, Irma Lemmens, Miles W. Mee, Joseph C. Mellor, Carl Pollis, Carles Pons, Aaron D. Richardson, Sadie Schlabach, Bridget Teeking, Anupama Yadav, Mariana Babor, Dawit Balcha, Omer Basha, Christian Bowman-Colin, Suet-Feung Chin, Soon Gang Choi, Claudia Colabella, Georges Coppin, Cassandra DAmata, David De Ridder, Steffi De Rouck, Miquel Duran-Frigola, Hanane Ennajdaoui, Florian Goebels, Liana Goehring, Anjali Gopal, Ghazal Haddad, Elodie Hatchi, Mohamed Helmy, Yves Jacob, Yoseph Kassa, Serena Landini, Roujia Li, Natascha van Lieshout, Andrew MacWilliams, Dylan Markey, Joseph N. Paulson, Sudharshan Rangarajan, John Rasla, Ashyad Rayhan, Thomas Rolland, Adriana San-Miguel, Yun Shen, Dayag Sheykhkarimli, Gloria M. Sheynkman, Eyal Simonovsky, Murat Tasan, Alexander Tejeda, Jean-Claude Twizere, Yang Wang, Robert J. Weatheritt, Jochen Weile, Yu Xia, Xinping Yang, Esti Yeger-Lotem, Quan Zhong, Patrick Aloy, Gary D. Bader, Javier De Las Rivas, Suzanne Gaudet, Tong Hao, Janusz Rak, Jan Tavernier, Vincent Tropepe, David E. Hill, Marc Vidal, Frederick P. Roth, Michael A. Calderwood",88,https://doi.org/10.1101/605451 ,https://www.biorxiv.org/content/10.1101/605451v2.full.pdf,
77,78,Cueing motor memory reactivation during NREM sleep engenders learning-related changes in precuneus and sensorimotor structures,https://www.biorxiv.org/content/10.1101/2022.01.27.477838v1,Memory reactivation during Non-Rapid Eye Movement (NREM) sleep is important for memory consolidation,"Martyna Rakowska, Paulina Bagrowska, Alberto Lazari, Miguel Navarrete, Mahmoud E. A. Abdellahi, Heidi Johansen-Berg, Penelope A. Lewis",7,https://doi.org/10.1101/2022.01.27.477838 ,https://www.biorxiv.org/content/10.1101/2022.01.27.477838v1.full.pdf,
78,79,SPACA6 structure reveals a conserved superfamily of gamete fusion-associated proteins,https://www.biorxiv.org/content/10.1101/2022.03.23.484325v1,SPACA6 is a sperm-expressed surface protein that is critical for gamete fusion during mammalian sexu,"Tyler D.R. Vance, Patrick Yip, Elisabet Jiménez, Sheng Li, Diana Gawol, James Byrnes, Isabel Usón, Ahmed Ziyyat, Jeffrey E. Lee",9,https://doi.org/10.1101/2022.03.23.484325 ,https://www.biorxiv.org/content/10.1101/2022.03.23.484325v1.full.pdf,
79,80,Temporal cell fate determination in the spinal cord is mediated by the duration of Notch signalling,https://www.biorxiv.org/content/10.1101/2021.10.25.465818v1,"During neural development, progenitor cells generate different types of neurons in specific time win","Craig T. Jacobs, Aarti Kejriwal, Katrinka M. Kocha, Kevin Y. Jin, Peng Huang",5,https://doi.org/10.1101/2021.10.25.465818 ,https://www.biorxiv.org/content/10.1101/2021.10.25.465818v1.full.pdf,http://dx.doi.org/10.1016/j.ydbio.2022.05.010
80,81,Assessing in vivo mutation frequencies and creating a high-resolution genome-wide map of fitness costs of Hepatitis C virus,https://www.biorxiv.org/content/10.1101/2020.10.01.323253v2,"Like many viruses, Hepatitis C Virus (HCV) has a high nutation rate, which helps the virus adapt qui","Kaho H. Tisthammer, Caroline Solis, Faye Oracles, Madu Nzerem, Ryan Winstead, Weiyan Dong, Jeffrey B. Joy, Pleuni S. Pennings",8,https://doi.org/10.1101/2020.10.01.323253 ,https://www.biorxiv.org/content/10.1101/2020.10.01.323253v2.full.pdf,http://dx.doi.org/10.1371/journal.pgen.1010179
81,82,High frequency spike inference with particle Gibbs sampling,https://www.biorxiv.org/content/10.1101/2022.04.05.487201v1,Fluorescent calcium indicators are an indispensable tools for monitoring the spiking activity of lar,"Giovanni Diana, B. Semihcan Sermet, David A. DiGregorio",3,https://doi.org/10.1101/2022.04.05.487201 ,https://www.biorxiv.org/content/10.1101/2022.04.05.487201v1.full.pdf,
82,83,Phagosome resolution regenerates lysosomes and maintains the degradative capacity in phagocytes,https://www.biorxiv.org/content/10.1101/2020.05.14.094722v2,Phagocytes engulf unwanted particles into phagosomes that then fuse with lysosomes to degrade the en,"Charlene Lancaster, Aaron Fountain, Roaya M. Dayam, Elliott Somerville, Javal Sheth, Vanessa Jacobelli, Alex Somerville, Mauricio Terebiznik, Roberto J. Botelho",9,https://doi.org/10.1101/2020.05.14.094722 ,https://www.biorxiv.org/content/10.1101/2020.05.14.094722v2.full.pdf,http://dx.doi.org/10.1083/jcb.202005072
83,84,Entrainment to sleep spindles reflects dissociable patterns of connectivity between cortex and basal ganglia,https://www.biorxiv.org/content/10.1101/2022.02.06.479277v1,Communication between the basal ganglia (BG) and cortex is crucial for behavior as it allows learnin,"Aviv D. Mizrahi-Kliger, Alexander Kaplan, Zvi Israel, Hagai Bergman",4,https://doi.org/10.1101/2022.02.06.479277 ,https://www.biorxiv.org/content/10.1101/2022.02.06.479277v1.full.pdf,
84,85,Composition and functionality of bacterioplankton communities in marine coastal zones adjacent to finfish aquaculture,https://www.biorxiv.org/content/10.1101/2022.03.07.483349v2,Finfish aquaculture is one of the fastest-growing primary industries globally and is increasingly co,"R.R.P. Da Silva, C.A. White, J.P. Bowman, D.J. Ross",4,https://doi.org/10.1101/2022.03.07.483349 ,https://www.biorxiv.org/content/10.1101/2022.03.07.483349v2.full.pdf,
85,86,Ploidetect enables pan-cancer analysis of the causes and impacts of chromosomal instability,https://www.biorxiv.org/content/10.1101/2021.08.06.455329v1,"Cancers routinely exhibit chromosomal instability, resulting in the accumulation of changes in the a","Luka Culibrk, Jasleen K. Grewal, Erin D. Pleasance, Laura Williamson, Karen Mungall, Janessa Laskin, Marco A. Marra, Steven J.M. Jones",8,https://doi.org/10.1101/2021.08.06.455329 ,https://www.biorxiv.org/content/10.1101/2021.08.06.455329v1.full.pdf,
86,87,Brain stimulation competes with ongoing oscillations for control of spike timing in the primate brain,https://www.biorxiv.org/content/10.1101/2021.10.01.462622v2,"Transcranial alternating current stimulation (tACS) is commonly used to enhance brain rhythms, in th","Matthew R. Krause, Pedro G. Vieira, Jean-Philippe Thivierge, Christopher C. Pack",4,https://doi.org/10.1101/2021.10.01.462622 ,https://www.biorxiv.org/content/10.1101/2021.10.01.462622v2.full.pdf,
87,88,A generalisable approach to drug susceptibility prediction for M. tuberculosis using machine learning and whole-genome sequencing,https://www.biorxiv.org/content/10.1101/2021.09.14.458035v2,Rapid and up-to-date drug susceptibility testing is urgently needed to address the threat of multidr,Alexander S Lachapelle,1,https://doi.org/10.1101/2021.09.14.458035 ,https://www.biorxiv.org/content/10.1101/2021.09.14.458035v2.full.pdf,
88,89,A recombinant protein containing influenza viral conserved epitopes and superantigen induces broad-spectrum protection,https://www.biorxiv.org/content/10.1101/2021.07.08.451596v1,Influenza pandemic poses public health threats annually for lacking vaccine which provides cross-pro,"Yansheng Li, Mingkai Xu, Yongqiang Li, Wu Gu, Gulinare Halimu, Yuqi Li, Zhichun Zhang, Libao Zhou, Hui Liao, Songyuan Yao, Huiwen Zhang, Chenggang Zhang",12,https://doi.org/10.1101/2021.07.08.451596 ,https://www.biorxiv.org/content/10.1101/2021.07.08.451596v1.full.pdf,http://dx.doi.org/10.7554/eLife.71725
89,90,Variation in predicted COVID-19 risk among lemurs and lorises,https://www.biorxiv.org/content/10.1101/2021.02.03.429540v1,"The novel coronavirus SARS-CoV-2, which in humans leads to the disease COVID-19, has caused global d","Amanda D. Melin, Joseph D. Orkin, Mareike C. Janiak, Alejandro Valenzuela, Lukas Kuderna, Frank Marrone, Hasinala Ramangason, Julie E. Horvath, Christian Roos, Andrew C. Kitchener, Chiea Chuen Khor, Weng Khong Lim, Jessica G. H. Lee, Patrick Tan, Govindhaswamy Umapathy, Muthuswamy Raveendran, R. Alan Harris, Ivo Gut, Marta Gut, Esther Lizano, Tilo Nadler, Dietmar Zinner, Steig E. Johnson, Erich D. Jarvis, Olivier Fedrigo, Dongdong Wu, Guojie Zhang, Kyle Kai-How Farh, Jeffrey Rogers, Tomas Marques-Bonet, Arcadi Navarro, David Juan, Paramjit S. Arora, James P. Higham",34,https://doi.org/10.1101/2021.02.03.429540 ,https://www.biorxiv.org/content/10.1101/2021.02.03.429540v1.full.pdf,
90,91,Phenology and Robustness in plant-pollinator networks,https://www.biorxiv.org/content/10.1101/2020.10.30.362616v1,Many metrics that describe the structure of mutualistic plant-pollinator networks have been found to,"Laura Melissa Guzman, Scott A. Chamberlain, Elizabeth Elle",3,https://doi.org/10.1101/2020.10.30.362616 ,https://www.biorxiv.org/content/10.1101/2020.10.30.362616v1.full.pdf,
